timestamp,symbol,price
2025-03-16 12:32:10.487,BTC-USDT,82796.6
2025-03-16 12:32:28.538,BTC-USDT,82790.6
2025-03-16 12:32:45.099,BTC-USDT,82770.2
2025-03-16 12:33:03.023,BTC-USDT,82785.3
2025-03-16 12:33:17.820,BTC-USDT,82763.8
2025-03-16 12:33:35.995,BTC-USDT,82776.4
2025-03-16 12:33:53.919,BTC-USDT,82756.1
2025-03-16 12:34:10.218,BTC-USDT,82753.9
2025-03-16 12:34:29.560,BTC-USDT,82834.0
2025-03-16 12:34:46.100,BTC-USDT,82825.7
2025-03-16 12:35:04.858,BTC-USDT,82810.0
2025-03-16 12:35:20.499,BTC-USDT,82811.6
2025-03-16 12:35:31.668,BTC-USDT,82778.1
2025-03-16 12:35:51.000,BTC-USDT,82802.7
2025-03-16 12:36:08.129,BTC-USDT,82821.0
2025-03-16 12:36:26.185,BTC-USDT,82771.0
2025-03-16 12:36:44.985,BTC-USDT,82765.5
2025-03-16 12:37:02.568,BTC-USDT,82761.2
2025-03-16 12:37:20.031,BTC-USDT,82765.9
2025-03-16 12:37:35.382,BTC-USDT,82756.5
2025-03-16 12:37:54.525,BTC-USDT,82755.4
2025-03-16 12:38:12.227,BTC-USDT,82734.8
2025-03-16 12:38:29.913,BTC-USDT,82705.9
2025-03-16 12:38:47.606,BTC-USDT,82702.4
2025-03-16 12:39:04.675,BTC-USDT,82689.9
2025-03-16 12:39:21.952,BTC-USDT,82691.4
2025-03-16 12:39:37.938,BTC-USDT,82673.8
2025-03-16 12:39:56.051,BTC-USDT,82657.6
2025-03-16 12:40:13.075,BTC-USDT,82667.1
2025-03-16 12:40:29.672,BTC-USDT,82708.0
2025-03-16 12:40:43.509,BTC-USDT,82700.8
2025-03-16 12:41:05.101,BTC-USDT,82728.3
2025-03-16 12:41:21.292,BTC-USDT,82730.4
2025-03-16 12:41:38.478,BTC-USDT,82708.7
2025-03-16 12:41:56.731,BTC-USDT,82669.8
2025-03-16 12:42:13.051,BTC-USDT,82666.3
2025-03-16 12:42:31.189,BTC-USDT,82660.1
2025-03-16 12:42:48.931,BTC-USDT,82676.1
2025-03-16 12:43:05.588,BTC-USDT,82670.4
2025-03-16 12:43:20.774,BTC-USDT,82670.5
2025-03-16 12:43:40.796,BTC-USDT,82625.0
2025-03-16 12:43:58.764,BTC-USDT,82654.9
2025-03-16 12:44:16.131,BTC-USDT,82636.6
2025-03-16 12:44:33.685,BTC-USDT,82636.3
2025-03-16 12:44:48.375,BTC-USDT,82634.9
2025-03-16 12:45:08.015,BTC-USDT,82659.6
2025-03-16 12:45:24.942,BTC-USDT,82680.0
2025-03-16 12:45:42.759,BTC-USDT,82693.7
2025-03-16 12:45:57.414,BTC-USDT,82693.6
2025-03-16 12:46:15.102,BTC-USDT,82696.6
2025-03-16 12:46:34.281,BTC-USDT,82690.1
2025-03-16 12:46:47.016,BTC-USDT,82690.2
2025-03-16 12:47:06.644,BTC-USDT,82686.6
2025-03-16 12:47:26.749,BTC-USDT,82663.5
2025-03-16 12:47:44.726,BTC-USDT,82636.8
2025-03-16 12:48:00.316,BTC-USDT,82636.7
2025-03-16 12:48:18.501,BTC-USDT,82636.7
2025-03-16 12:48:35.168,BTC-USDT,82635.7
2025-03-16 12:48:52.757,BTC-USDT,82639.3
2025-03-16 12:49:10.276,BTC-USDT,82691.1
2025-03-16 12:49:25.520,BTC-USDT,82694.0
2025-03-16 12:49:44.193,BTC-USDT,82699.7
2025-03-16 12:50:03.474,BTC-USDT,82720.1
2025-03-16 12:50:20.914,BTC-USDT,82652.9
2025-03-16 12:50:38.257,BTC-USDT,82623.4
2025-03-16 12:50:55.981,BTC-USDT,82618.2
2025-03-16 12:51:12.397,BTC-USDT,82615.3
2025-03-16 12:51:30.221,BTC-USDT,82632.8
2025-03-16 12:51:48.685,BTC-USDT,82589.5
2025-03-16 12:52:05.819,BTC-USDT,82681.4
2025-03-16 12:52:23.441,BTC-USDT,82648.8
2025-03-16 12:53:14.978,BTC-USDT,82628.3
2025-03-16 12:53:35.037,BTC-USDT,82638.4
2025-03-16 12:53:52.243,BTC-USDT,82658.9
2025-03-16 12:54:14.854,BTC-USDT,82597.0
2025-03-16 12:54:32.157,BTC-USDT,82613.6
2025-03-16 12:54:47.104,BTC-USDT,82627.0
2025-03-16 12:55:05.980,BTC-USDT,82627.1
2025-03-16 12:55:18.884,BTC-USDT,82626.9
2025-03-16 12:55:40.788,BTC-USDT,82616.8
2025-03-16 12:55:58.102,BTC-USDT,82616.8
2025-03-16 12:56:14.618,BTC-USDT,82641.3
2025-03-16 12:56:29.049,BTC-USDT,82653.3
2025-03-16 12:56:47.855,BTC-USDT,82752.4
2025-03-16 12:57:06.818,BTC-USDT,82772.0
2025-03-16 12:57:23.392,BTC-USDT,82797.7
2025-03-16 12:57:39.788,BTC-USDT,82828.0
2025-03-16 12:57:55.131,BTC-USDT,82817.8
2025-03-16 12:58:14.477,BTC-USDT,82768.1
2025-03-16 12:58:32.315,BTC-USDT,82763.5
2025-03-16 12:58:49.220,BTC-USDT,82769.1
2025-03-16 12:59:05.014,BTC-USDT,82764.4
2025-03-16 12:59:22.463,BTC-USDT,82781.0
2025-03-16 12:59:39.903,BTC-USDT,82768.1
2025-03-16 12:59:57.545,BTC-USDT,82764.5
2025-03-16 13:00:14.144,BTC-USDT,82736.7
2025-03-16 13:00:31.665,BTC-USDT,82731.5
2025-03-16 13:00:49.433,BTC-USDT,82751.3
2025-03-16 13:01:05.339,BTC-USDT,82815.3
2025-03-16 13:01:23.428,BTC-USDT,82798.2
2025-03-16 13:01:40.384,BTC-USDT,82796.5
2025-03-16 13:01:58.047,BTC-USDT,82813.0
2025-03-16 13:02:17.057,BTC-USDT,82795.8
2025-03-16 13:02:38.247,BTC-USDT,82790.0
2025-03-16 13:02:56.335,BTC-USDT,82838.8
2025-03-16 13:03:13.315,BTC-USDT,82823.1
2025-03-16 13:03:30.192,BTC-USDT,82837.2
2025-03-16 13:03:45.881,BTC-USDT,82863.2
2025-03-16 13:04:05.029,BTC-USDT,82829.6
2025-03-16 13:04:22.375,BTC-USDT,83000.4
2025-03-16 13:04:39.613,BTC-USDT,82959.3
2025-03-16 13:04:55.203,BTC-USDT,82939.2
2025-03-16 13:05:13.158,BTC-USDT,82896.5
2025-03-16 13:05:30.414,BTC-USDT,82856.4
2025-03-16 13:05:47.734,BTC-USDT,82906.3
2025-03-16 13:06:03.531,BTC-USDT,82902.0
2025-03-16 13:06:21.757,BTC-USDT,82947.5
2025-03-16 13:06:37.590,BTC-USDT,82955.1
2025-03-16 13:06:55.238,BTC-USDT,82957.1
2025-03-16 13:07:12.761,BTC-USDT,82974.8
2025-03-16 13:07:29.313,BTC-USDT,82974.9
2025-03-16 13:07:47.122,BTC-USDT,82991.9
2025-03-16 13:08:04.395,BTC-USDT,82995.1
